"custo";"valor_custo";"custo fixo";"custo variavel";"pendente";"data pagto";"semana";"data pagamento";"tipo_custo";"dt_pagto_bq";"dt_custo_bq"
"custo total aluguel";"1327.41";1;0;0;"10/11/2015";"1ª semana";"16/11/2015";"moradia";"2015-11-01";"2015-11-16"
"TAXA CONTA FISICA";48;1;0;0;"10/11/2015";"4ª semana";"02/12/2015";"banco";"2015-11-01";"2015-12-02"
"cartão de credito";"214.37";1;0;0;"10/11/2015";"2ª semana";"17/11/2015";"cartão credito";"2015-11-01";"2015-11-17"
"boleto moçambique";50;1;0;0;"10/11/2015";"2ª semana";"10/11/2015";"igreja";"2015-11-01";"2015-11-10"
"dizimo";740;1;0;1;"10/11/2015";"2ª semana";"10/11/2015";"igreja";"2015-11-01";"2015-11-10"
"mercado";"359.11";0;1;0;"10/11/2015";"1ª semana";"10/11/2015";"mercado";"2015-11-01";"2015-11-10"
"chocolate";37;0;1;0;"10/11/2015";"1ª semana";"10/11/2015";"alimentação";"2015-11-01";"2015-11-10"
"café";8;0;1;0;"10/11/2015";"1ª semana";"13/11/2015";"alimentação";"2015-11-01";"2015-11-13"
"padaria";"11.11";0;1;0;"10/11/2015";"2ª semana";"16/11/2015";"padaria";"2015-11-01";"2015-11-16"
"farmacia - bandeid";"2.6";0;1;0;"10/11/2015";"2ª semana";"16/11/2015";"farmacia";"2015-11-01";"2015-11-16"
"farmacia - remedio febre";"26.09";0;1;0;"10/11/2015";"2ª semana";"16/11/2015";"farmacia";"2015-11-01";"2015-11-16"
"padaria";"23.42";0;1;0;"10/11/2015";"2ª semana";"17/11/2015";"padaria";"2015-11-01";"2015-11-17"
"sptransp";50;0;1;0;"10/11/2015";"2ª semana";"17/11/2015";"transporte";"2015-11-01";"2015-11-17"
"almoço";10;0;1;0;"10/11/2015";"2ª semana";"17/11/2015";"alimentação";"2015-11-01";"2015-11-17"
"bolacha";"10.3";0;1;0;"10/11/2015";"2ª semana";"18/11/2015";"alimentação";"2015-11-01";"2015-11-18"
"mercado";"47.3";0;1;0;"10/11/2015";"2ª semana";"19/11/2015";"mercado";"2015-11-01";"2015-11-19"
"mercado - bolo";"52.46";0;1;0;"10/11/2015";"2ª semana";"20/11/2015";"mercado";"2015-11-01";"2015-11-20"
"mercado - refri";"51.66";0;1;0;"10/11/2015";"2ª semana";"20/11/2015";"mercado";"2015-11-01";"2015-11-20"
"cabelereiro";20;0;1;0;"10/11/2015";"fim de semana";"21/11/2015";"compras";"2015-11-01";"2015-11-21"
"farmacia - pomada / lencinho umedecido";30;0;1;0;"10/11/2015";"fim de semana";"21/11/2015";"farmacia";"2015-11-01";"2015-11-21"
"mercado";"21.34";0;1;0;"10/11/2015";"fim de semana";"21/11/2015";"mercado";"2015-11-01";"2015-11-21"
"benção";50;0;1;0;"10/11/2015";"fim de semana";"21/11/2015";"igreja";"2015-11-01";"2015-11-21"
"benção";50;0;1;0;"10/11/2015";"fim de semana";"22/11/2015";"igreja";"2015-11-01";"2015-11-22"
"convites 18/12 teatro de natal";50;0;1;0;"10/11/2015";"fim de semana";"22/11/2015";"compras";"2015-11-01";"2015-11-22"
"praia - mae";100;0;1;0;"10/11/2015";"fim de semana";"22/11/2015";"compras";"2015-11-01";"2015-11-22"
"mercado";"289.81";0;1;0;"10/11/2015";"3ª semana";"24/11/2015";"mercado";"2015-11-01";"2015-11-24"
"taxi";11;0;1;0;"10/11/2015";"3ª semana";"24/11/2015";"transporte";"2015-11-01";"2015-11-24"
"adriana dentista";350;0;1;0;"10/11/2015";"3ª semana";"24/11/2015";"compras";"2015-11-01";"2015-11-24"
"agua";"4.18";0;1;0;"10/11/2015";"3ª semana";"19/11/2015";"alimentação";"2015-11-01";"2015-11-19"
"agua";"6.28";0;1;0;"10/11/2015";"3ª semana";"24/11/2015";"alimentação";"2015-11-01";"2015-11-24"
"frango assado";30;0;1;0;"10/11/2015";"fim de semana";"22/11/2015";"alimentação";"2015-11-01";"2015-11-22"
"nakata";11;0;1;0;"10/11/2015";"3ª semana";"20/11/2015";"compras";"2015-11-01";"2015-11-20"
"roupas por bebe";74;0;1;0;"10/11/2015";"3ª semana";"23/11/2015";"compras";"2015-11-01";"2015-11-23"
"Processador 750w com 28 funções + Liquidificador + Miniprocessador RI7761/00 - 110v - Philips Walita";"272.31";0;1;0;"10/11/2015";"3ª semana";"26/11/2015";"moradia";"2015-11-01";"2015-11-26"
"Batedereira Activa Duo Plus 127v Mallory";"66.53";0;1;0;"10/11/2015";"3ª semana";"26/11/2015";"moradia";"2015-11-01";"2015-11-26"
"Espremedor Citrus Power 110V";"83.67";0;1;0;"10/11/2015";"3ª semana";"26/11/2015";"compras";"2015-11-01";"2015-11-26"
"Mixer ProMix c/ Mni Processador RI1602/91 127V Philips Walita";"104.95";0;1;0;"10/11/2015";"3ª semana";"26/11/2015";"moradia";"2015-11-01";"2015-11-26"
"saque";39;0;1;0;"10/11/2015";"3ª semana";"24/11/2015";"saque";"2015-11-01";"2015-11-24"
"lotação - guarulhos";20;0;1;0;"10/11/2015";"fim de semana";"28/11/2015";"transporte";"2015-11-01";"2015-11-28"
"saque";50;0;1;0;"10/11/2015";"4ª semana";"30/11/2015";"saque";"2015-11-01";"2015-11-30"
"mercado";"142.24";0;1;0;"10/11/2015";"4ª semana";"30/11/2015";"mercado";"2015-11-01";"2015-11-30"
"agua";"6.9";0;1;0;"10/11/2015";"4ª semana";"30/11/2015";"alimentação";"2015-11-01";"2015-11-30"
"agua";6;0;1;0;"10/11/2015";"4ª semana";"01/12/2015";"alimentação";"2015-11-01";"2015-12-01"
"chocolate";"10.98";0;1;0;"10/11/2015";"4ª semana";"01/12/2015";"alimentação";"2015-11-01";"2015-12-01"
"agua";"8.26";0;1;0;"10/11/2015";"4ª semana";"02/12/2015";"alimentação";"2015-11-01";"2015-12-02"
"bolacha importada";"32.18";0;1;0;"10/11/2015";"4ª semana";"02/12/2015";"alimentação";"2015-11-01";"2015-12-02"
"almoço";15;0;1;0;"10/11/2015";"4ª semana";"02/12/2015";"alimentação";"2015-11-01";"2015-12-02"
"agua";"2.99";0;1;0;"10/11/2015";"4ª semana";"03/12/2015";"alimentação";"2015-11-01";"2015-12-03"
"out back almoço";"47.63";0;1;0;"10/11/2015";"4ª semana";"03/12/2015";"alimentação";"2015-11-01";"2015-12-03"
"sorvete metro";9;0;1;0;"10/11/2015";"4ª semana";"03/12/2015";"alimentação";"2015-11-01";"2015-12-03"
"padaria";"24.12";0;1;0;"10/11/2015";"4ª semana";"04/12/2015";"padaria";"2015-11-01";"2015-12-04"
"agua";"8.77";0;1;0;"10/11/2015";"4ª semana";"04/12/2015";"alimentação";"2015-11-01";"2015-12-04"
"sptransp";30;0;1;0;"10/11/2015";"fim de semana";"05/12/2015";"transporte";"2015-11-01";"2015-12-05"
"agua";4;0;1;0;"10/11/2015";"fim de semana";"05/12/2015";"alimentação";"2015-11-01";"2015-12-05"
"almoço";"33.8";0;1;0;"10/11/2015";"fim de semana";"05/12/2015";"alimentação";"2015-11-01";"2015-12-05"
"suco almoço";10;0;1;0;"10/11/2015";"fim de semana";"05/12/2015";"alimentação";"2015-11-01";"2015-12-05"
"feira";70;0;1;0;"10/11/2015";"fim de semana";"06/12/2015";"feira";"2015-11-01";"2015-12-06"
"benção";20;0;1;0;"10/11/2015";"fim de semana";"06/12/2015";"igreja";"2015-11-01";"2015-12-06"
"benção";50;0;1;0;"10/11/2015";"fim de semana";"06/12/2015";"igreja";"2015-11-01";"2015-12-06"
"chocolate agua";20;0;1;0;"10/11/2015";"fim de semana";"06/12/2015";"alimentação";"2015-11-01";"2015-12-06"
"mercado";"47.93";0;1;0;"10/11/2015";"fim de semana";"06/12/2015";"mercado";"2015-11-01";"2015-12-06"
"padaria";"15.01";0;1;0;"10/11/2015";"5ª semana";"08/12/2015";"padaria";"2015-11-01";"2015-12-08"
"mercado - bolo/sorvete";"61.23";0;1;0;"10/11/2015";"5ª semana";"07/12/2015";"mercado";"2015-11-01";"2015-12-07"
"saque";40;0;1;0;"10/11/2015";"5ª semana";"06/12/2015";"saque";"2015-11-01";"2015-12-06"
"SEGURO CARTÃO";"5.32";1;0;0;"10/12/2015";"1ª semana";"10/12/2015";"banco";"2015-12-01";"2015-12-10"
"UNICEF";50;1;0;0;"10/12/2015";"1ª semana";"10/12/2015";"doação";"2015-12-01";"2015-12-10"
"TAXA CONTA JURIDICA";57;1;0;0;"10/12/2015";"1ª semana";"10/12/2015";"banco";"2015-12-01";"2015-12-10"
"SEGURO RESIDENCIA";"45.74";1;0;0;"10/12/2015";"1ª semana";"10/12/2015";"banco";"2015-12-01";"2015-12-10"
"net";"288.4";1;0;0;"10/12/2015";"1ª semana";"10/12/2015";"moradia";"2015-12-01";"2015-12-10"
"consorcio";"536.46";1;0;0;"10/12/2015";"1ª semana";"10/12/2015";"investimento";"2015-12-01";"2015-12-10"
"contador";130;1;0;0;"10/12/2015";"1ª semana";"10/12/2015";"contador";"2015-12-01";"2015-12-10"
"csll tri - boleto - 1";88;"139.13";1;0;"10/12/2015";"1ª semana";"10/12/2015";"imposto";"2015-12-01";"2015-12-10"
"irpj - boleto - 0";90;"66.61";1;0;"10/12/2015";"1ª semana";"10/12/2015";"imposto";"2015-12-01";"2015-12-10"
"sptransp";230;1;0;0;"10/12/2015";"1ª semana";"29/12/2015";"transporte";"2015-12-01";"2015-12-29"
"custo total aluguel";"1327.41";1;0;0;"10/12/2015";"1ª semana";"10/12/2015";"moradia";"2015-12-01";"2015-12-10"
"luz";"83.52";1;0;0;"10/12/2015";"1ª semana";"10/12/2015";"moradia";"2015-12-01";"2015-12-10"
"cartão de credito";"1106.26";1;0;0;"10/12/2015";"2ª semana";"17/12/2015";"cartão credito";"2015-12-01";"2015-12-17"
"TAXA CONTA FISICA";45;1;0;0;"10/12/2015";"4ª semana";"04/01/2016";"banco";"2015-12-01";"2016-01-04"
"boleto moçambique";100;1;0;0;"10/12/2015";"2ª semana";"10/12/2015";"igreja";"2015-12-01";"2015-12-10"
"dizimo";740;1;0;1;"10/12/2015";"2ª semana";"10/12/2015";"igreja";"2015-12-01";"2015-12-10"
"saque";50;0;1;0;"10/12/2015";"1ª semana";"10/12/2015";"saque";"2015-12-01";"2015-12-10"
"saque";350;0;1;0;"10/12/2015";"1ª semana";"10/12/2015";"saque";"2015-12-01";"2015-12-10"
"mercado";"116.18";0;1;0;"10/12/2015";"1ª semana";"10/12/2015";"mercado";"2015-12-01";"2015-12-10"
"padaria";"29.19";0;1;0;"10/12/2015";"1ª semana";"11/12/2015";"padaria";"2015-12-01";"2015-12-11"
"farmacia";39;0;1;0;"10/12/2015";"1ª semana";"11/12/2015";"farmacia";"2015-12-01";"2015-12-11"
"cabelereiro";15;0;1;0;"10/12/2015";"fim de semana";"12/12/2015";"compras";"2015-12-01";"2015-12-12"
"farmacia";10;0;1;0;"10/12/2015";"fim de semana";"12/12/2015";"farmacia";"2015-12-01";"2015-12-12"
"mercado";5;0;1;0;"10/12/2015";"fim de semana";"12/12/2015";"mercado";"2015-12-01";"2015-12-12"
"taxi";15;0;1;0;"10/12/2015";"fim de semana";"13/12/2015";"transporte";"2015-12-01";"2015-12-13"
"feira";55;0;1;0;"10/12/2015";"fim de semana";"13/12/2015";"feira";"2015-12-01";"2015-12-13"
"oferta benção";20;0;1;0;"10/12/2015";"fim de semana";"13/12/2015";"igreja";"2015-12-01";"2015-12-13"
"padaria";"65.63";0;1;0;"10/12/2015";"2ª semana";"14/12/2015";"padaria";"2015-12-01";"2015-12-14"
"agua";3;0;1;0;"10/12/2015";"2ª semana";"14/12/2015";"alimentação";"2015-12-01";"2015-12-14"
"mercado";"57.8";0;1;0;"10/12/2015";"2ª semana";"14/12/2015";"mercado";"2015-12-01";"2015-12-14"
"bermuda centauro";"24.99";0;1;0;"10/12/2015";"2ª semana";"14/12/2015";"compras";"2015-12-01";"2015-12-14"
"esfiha aniversario";"86.5";0;1;0;"10/12/2015";"2ª semana";"14/12/2015";"alimentação";"2015-12-01";"2015-12-14"
"bolo de aniversario";"32.24";0;1;0;"10/12/2015";"2ª semana";"14/12/2015";"alimentação";"2015-12-01";"2015-12-14"
"agua";"2.99";0;1;0;"10/12/2015";"2ª semana";"16/12/2015";"alimentação";"2015-12-01";"2015-12-16"
"mercado";"79.37";0;1;0;"10/12/2015";"2ª semana";"16/12/2015";"mercado";"2015-12-01";"2015-12-16"
"agua";"1.6";0;1;0;"10/12/2015";"2ª semana";"16/12/2015";"alimentação";"2015-12-01";"2015-12-16"
"mercado";"38.28";0;1;0;"10/12/2015";"2ª semana";"17/12/2015";"mercado";"2015-12-01";"2015-12-17"
"sptransp";50;0;1;0;"10/12/2015";"fim de semana";"19/12/2015";"transporte";"2015-12-01";"2015-12-19"
"mercado";80;0;1;0;"10/12/2015";"fim de semana";"19/12/2015";"mercado";"2015-12-01";"2015-12-19"
"mercado";"9.79";0;1;0;"10/12/2015";"fim de semana";"19/12/2015";"mercado";"2015-12-01";"2015-12-19"
"saque";50;0;1;0;"10/12/2015";"fim de semana";"20/12/2015";"saque";"2015-12-01";"2015-12-20"
"feira";50;0;1;0;"10/12/2015";"fim de semana";"20/12/2015";"feira";"2015-12-01";"2015-12-20"
"saque";50;0;1;0;"10/12/2015";"fim de semana";"20/12/2015";"saque";"2015-12-01";"2015-12-20"
"mercado";"36.43";0;1;0;"10/12/2015";"fim de semana";"20/12/2015";"mercado";"2015-12-01";"2015-12-20"
"lanche";"5.9";0;1;0;"10/12/2015";"2ª semana";"18/12/2015";"alimentação";"2015-12-01";"2015-12-18"
"lanche";"11.5";0;1;0;"10/12/2015";"2ª semana";"18/12/2015";"alimentação";"2015-12-01";"2015-12-18"
"agua";4;0;1;0;"10/12/2015";"2ª semana";"18/12/2015";"alimentação";"2015-12-01";"2015-12-18"
"almoço";"50.6";0;1;0;"10/12/2015";"3ª semana";"23/12/2015";"alimentação";"2015-12-01";"2015-12-23"
"presentes bebe";"26.8";0;1;0;"10/12/2015";"fim de semana";"26/12/2015";"compras";"2015-12-01";"2015-12-26"
"sorvete";"6.9";0;1;0;"10/12/2015";"fim de semana";"26/12/2015";"alimentação";"2015-12-01";"2015-12-26"
"mercado";"38.87";0;1;0;"10/12/2015";"fim de semana";"26/12/2015";"mercado";"2015-12-01";"2015-12-26"
"churros";20;0;1;0;"10/12/2015";"4ª semana";"02/01/2016";"alimentação";"2015-12-01";"2016-01-02"
"estacionamento tiete";10;0;1;0;"10/12/2015";"4ª semana";"02/01/2016";"transporte";"2015-12-01";"2016-01-02"
"mercado - salgado volta praia";20;0;1;0;"10/12/2015";"4ª semana";"02/01/2016";"alimentação";"2015-12-01";"2016-01-02"
"michelle";50;0;1;0;"10/12/2015";"4ª semana";"04/01/2016";"michelle";"2015-12-01";"2016-01-04"
"credito celular";50;0;1;0;"10/12/2015";"4ª semana";"05/01/2016";"celular";"2015-12-01";"2016-01-05"
"retirada da conta corrente 2016";"404.32";0;1;0;"10/12/2015";"4ª semana";"08/01/2016";"saque";"2015-12-01";"2016-01-08"
