"custo";"valor_custo";"custo fixo";"custo variavel";"pendente";"data pagto";"semana";"data pagamento";"tipo_custo";"dt_pagto_bq";"dt_custo_bq"
"utensilios casa";"96.89";0;1;0;"10/03/2015";"fim de semana";"28/03/2015";"moradia";"2015-03-01";"2015-03-28"
"varão cortina";"29.9";0;1;0;"10/03/2015";"fim de semana";"28/03/2015";"moradia";"2015-03-01";"2015-03-28"
"padaria";"46.83";0;1;0;"10/03/2015";"fim de semana";"28/03/2015";"padaria";"2015-03-01";"2015-03-28"
"mercado";"11.53";0;1;0;"10/03/2015";"fim de semana";"28/03/2015";"mercado";"2015-03-01";"2015-03-28"
"padaria";"22.05";0;1;0;"10/03/2015";"fim de semana";"28/03/2015";"padaria";"2015-03-01";"2015-03-28"
"feira";25;0;1;0;"10/03/2015";"fim de semana";"29/03/2015";"feira";"2015-03-01";"2015-03-29"
"açougue";"15.27";0;1;0;"10/03/2015";"fim de semana";"29/03/2015";"alimentação";"2015-03-01";"2015-03-29"
"diferença";0;0;1;0;"10/03/2015";"fim de semana";"29/03/2015";"divergente";"2015-03-01";"2015-03-29"
"mercado";63;0;1;0;"10/03/2015";"4ª semana";"30/03/2015";"mercado";"2015-03-01";"2015-03-30"
"tapioca - saida bit";5;0;1;0;"10/03/2015";"4ª semana";"01/04/2015";"alimentação";"2015-03-01";"2015-04-01"
"mercado";"47.29";0;1;0;"10/03/2015";"4ª semana";"02/04/2015";"mercado";"2015-03-01";"2015-04-02"
"padaria";"40.9";0;1;0;"10/03/2015";"4ª semana";"03/04/2015";"padaria";"2015-03-01";"2015-04-03"
"TAXA CONTA FISICA";45;1;0;0;"10/03/2015";"4ª semana";"04/04/2015";"banco";"2015-03-01";"2015-04-04"
"utensilios casa";140;0;1;0;"10/03/2015";"fim de semana";"04/04/2015";"moradia";"2015-03-01";"2015-04-04"
"papelaria";"10.9";0;1;0;"10/03/2015";"fim de semana";"04/04/2015";"compras";"2015-03-01";"2015-04-04"
"cabelereiro";20;0;1;0;"10/03/2015";"fim de semana";"04/04/2015";"compras";"2015-03-01";"2015-04-04"
"gasolina";30;1;0;0;"10/03/2015";"fim de semana";"05/04/2015";"carro";"2015-03-01";"2015-04-05"
"padaria";"13.39";0;1;0;"10/03/2015";"5ª semana";"07/04/2015";"padaria";"2015-03-01";"2015-04-07"
"mercado";"50.44";0;1;0;"10/03/2015";"5ª semana";"07/04/2015";"mercado";"2015-03-01";"2015-04-07"
"sptransp";100;1;0;0;"10/03/2015";"5ª semana";"07/04/2015";"transporte";"2015-03-01";"2015-04-07"
"gasolina";30;1;0;0;"10/03/2015";"5ª semana";"08/04/2015";"carro";"2015-03-01";"2015-04-08"
"mercado";"58.76";0;1;0;"10/03/2015";"5ª semana";"09/04/2015";"mercado";"2015-03-01";"2015-04-09"
"mercado";"89.91";0;1;0;"10/03/2015";"5ª semana";"09/04/2015";"mercado";"2015-03-01";"2015-04-09"
"SEGURO CARTÃO";"5.32";1;0;0;"10/04/2015";"1ª semana";"10/04/2015";"banco";"2015-04-01";"2015-04-10"
"UNICEF";50;1;0;0;"10/04/2015";"1ª semana";"10/04/2015";"doação";"2015-04-01";"2015-04-10"
"TAXA CONTA JURIDICA";57;1;0;0;"10/04/2015";"1ª semana";"10/04/2015";"banco";"2015-04-01";"2015-04-10"
"SEGURO RESIDENCIA";"40.78";1;0;0;"10/04/2015";"1ª semana";"10/04/2015";"banco";"2015-04-01";"2015-04-10"
"net";"272.29";1;0;0;"10/04/2015";"1ª semana";"10/04/2015";"moradia";"2015-04-01";"2015-04-10"
"emprestimo1";"501.76";1;0;0;"10/04/2015";"1ª semana";"10/04/2015";"banco";"2015-04-01";"2015-04-10"
"emprestimo2";"38.5";1;0;0;"10/04/2015";"1ª semana";"10/04/2015";"banco";"2015-04-01";"2015-04-10"
"emprestimo3";"282.25";1;0;0;"10/04/2015";"1ª semana";"10/04/2015";"banco";"2015-04-01";"2015-04-10"
"consorcio";"539.16";1;0;0;"10/04/2015";"1ª semana";"10/04/2015";"investimento";"2015-04-01";"2015-04-10"
"contador";130;1;0;0;"10/04/2015";"1ª semana";"10/04/2015";"contador";"2015-04-01";"2015-04-10"
"iss - boleto - 2%";"148.01";1;0;0;"10/04/2015";"1ª semana";"10/04/2015";"imposto";"2015-04-01";"2015-04-10"
"csll tri - boleto - 1";88;"139.13";1;0;"10/04/2015";"1ª semana";"10/04/2015";"imposto";"2015-04-01";"2015-04-10"
"irpj - boleto - 0";90;"66.61";1;0;"10/04/2015";"1ª semana";"10/04/2015";"imposto";"2015-04-01";"2015-04-10"
"custo total aluguel";"1242.58";1;0;0;"10/04/2015";"1ª semana";"10/04/2015";"moradia";"2015-04-01";"2015-04-10"
"conserto do carro - bezerra 2/3";378;1;0;0;"10/04/2015";"1ª semana";"10/04/2015";"carro";"2015-04-01";"2015-04-10"
"mercado";"15.86";0;1;0;"10/04/2015";"fim de semana";"11/04/2015";"mercado";"2015-04-01";"2015-04-11"
"feira";30;0;1;0;"10/04/2015";"fim de semana";"11/04/2015";"feira";"2015-04-01";"2015-04-11"
"montagem de armario";60;0;1;0;"10/04/2015";"fim de semana";"11/04/2015";"compras";"2015-04-01";"2015-04-11"
"saque";50;0;1;0;"10/04/2015";"fim de semana";"11/04/2015";"saque";"2015-04-01";"2015-04-11"
"mercado";"15.86";0;1;0;"10/04/2015";"fim de semana";"11/04/2015";"mercado";"2015-04-01";"2015-04-11"
"gasolina";30;1;0;0;"10/04/2015";"fim de semana";"12/04/2015";"carro";"2015-04-01";"2015-04-12"
"mercado";"26.92";0;1;0;"10/04/2015";"2ª semana";"13/04/2015";"mercado";"2015-04-01";"2015-04-13"
"mercado";"43.41";0;1;0;"10/04/2015";"2ª semana";"14/04/2015";"mercado";"2015-04-01";"2015-04-14"
"agua";3;0;1;0;"10/04/2015";"2ª semana";"14/04/2015";"alimentação";"2015-04-01";"2015-04-14"
"cartão de credito";"1495.05666666667";1;0;0;"10/04/2015";"2ª semana";"17/04/2015";"cartão credito";"2015-04-01";"2015-04-17"
"mercado";"47.7";0;1;0;"10/04/2015";"2ª semana";"17/04/2015";"mercado";"2015-04-01";"2015-04-17"
"utensilios casa";"24.5";0;1;0;"10/04/2015";"fim de semana";"18/04/2015";"moradia";"2015-04-01";"2015-04-18"
"ferramenta";"63.84";0;1;0;"10/04/2015";"fim de semana";"18/04/2015";"compras";"2015-04-01";"2015-04-18"
"cabelereiro";20;0;1;0;"10/04/2015";"fim de semana";"18/04/2015";"compras";"2015-04-01";"2015-04-18"
"feira";50;0;1;0;"10/04/2015";"fim de semana";"19/04/2015";"feira";"2015-04-01";"2015-04-19"
"gasolina";90;1;0;0;"10/04/2015";"fim de semana";"19/04/2015";"carro";"2015-04-01";"2015-04-19"
"almoço";"36.43";0;1;0;"10/04/2015";"3ª semana";"20/04/2015";"alimentação";"2015-04-01";"2015-04-20"
"sptransp";50;1;0;0;"10/04/2015";"3ª semana";"20/04/2015";"transporte";"2015-04-01";"2015-04-20"
"mercado";17;0;1;0;"10/04/2015";"3ª semana";"20/04/2015";"mercado";"2015-04-01";"2015-04-20"
"mercado";"74.59";0;1;0;"10/04/2015";"3ª semana";"21/04/2015";"mercado";"2015-04-01";"2015-04-21"
"dvd metodista wesley";100;0;1;0;"10/04/2015";"3ª semana";"23/04/2015";"compras";"2015-04-01";"2015-04-23"
"tapioca - saida bit(camel)";14;0;1;0;"10/04/2015";"3ª semana";"24/04/2015";"alimentação";"2015-04-01";"2015-04-24"
"seguro";518;1;0;0;"10/04/2015";"4ª semana";"27/04/2015";"moradia";"2015-04-01";"2015-04-27"
"sptransp";100;1;0;0;"10/04/2015";"4ª semana";"27/04/2015";"transporte";"2015-04-01";"2015-04-27"
"mercado";"63.61";0;1;0;"10/04/2015";"4ª semana";"28/04/2015";"mercado";"2015-04-01";"2015-04-28"
"mercado";"52.25";0;1;0;"10/04/2015";"4ª semana";"29/04/2015";"mercado";"2015-04-01";"2015-04-29"
"almoço";"21.1";0;1;0;"10/04/2015";"4ª semana";"29/04/2015";"alimentação";"2015-04-01";"2015-04-29"
"saque michelle";200;0;1;0;"10/04/2015";"4ª semana";"29/04/2015";"michelle";"2015-04-01";"2015-04-29"
"padaria";"4.44";0;1;0;"10/04/2015";"4ª semana";"30/04/2015";"padaria";"2015-04-01";"2015-04-30"
"chocolate/agua";"5.94";0;1;0;"10/04/2015";"4ª semana";"29/04/2015";"alimentação";"2015-04-01";"2015-04-29"
"TAXA CONTA FISICA";45;1;0;0;"10/04/2015";"5ª semana";"04/05/2015";"banco";"2015-04-01";"2015-05-04"
"feira";50;0;1;0;"10/04/2015";"fim de semana";"03/05/2015";"feira";"2015-04-01";"2015-05-03"
"açai";"20.79";0;1;0;"10/04/2015";"fim de semana";"02/05/2015";"alimentação";"2015-04-01";"2015-05-02"
"padaria";"28.44";0;1;0;"10/04/2015";"fim de semana";"03/05/2015";"padaria";"2015-04-01";"2015-05-03"
"mercado";"85.87";0;1;0;"10/04/2015";"5ª semana";"04/05/2015";"mercado";"2015-04-01";"2015-05-04"
"mercado";"13.4";0;1;0;"10/04/2015";"fim de semana";"02/05/2015";"mercado";"2015-04-01";"2015-05-02"
"subway";17;0;1;0;"10/04/2015";"fim de semana";"02/05/2015";"alimentação";"2015-04-01";"2015-05-02"
"jantar - habibs";"18.96";0;1;0;"10/04/2015";"5ª semana";"06/05/2015";"compras";"2015-04-01";"2015-05-06"
"jantar - pizza hut";"9.9";0;1;0;"10/04/2015";"5ª semana";"06/05/2015";"compras";"2015-04-01";"2015-05-06"
"sorvete - shopping santana";14;0;1;0;"10/04/2015";"5ª semana";"07/05/2015";"alimentação";"2015-04-01";"2015-05-07"
"estacionamento";"8.5";0;1;0;"10/04/2015";"5ª semana";"07/05/2015";"carro";"2015-04-01";"2015-05-07"
"almoço";"43.27";0;1;0;"10/04/2015";"5ª semana";"07/05/2015";"alimentação";"2015-04-01";"2015-05-07"
"padaria";"5.46";0;1;0;"10/04/2015";"5ª semana";"07/05/2015";"padaria";"2015-04-01";"2015-05-07"
"sptransp";100;1;0;0;"10/04/2015";"5ª semana";"07/05/2015";"transporte";"2015-04-01";"2015-05-07"
"saque michelle";250;0;1;0;"10/04/2015";"5ª semana";"08/05/2015";"michelle";"2015-04-01";"2015-05-08"
"cartão michelle";"456.14";0;1;0;"10/04/2015";"5ª semana";"08/05/2015";"michelle";"2015-04-01";"2015-05-08"
"SEGURO CARTÃO";"4.99";1;0;0;"10/05/2015";"fim de semana";"10/05/2015";"banco";"2015-05-01";"2015-05-10"
"UNICEF";50;1;0;0;"10/05/2015";"fim de semana";"10/05/2015";"doação";"2015-05-01";"2015-05-10"
"TAXA CONTA JURIDICA";57;1;0;0;"10/05/2015";"fim de semana";"10/05/2015";"banco";"2015-05-01";"2015-05-10"
"SEGURO RESIDENCIA";"40.78";1;0;0;"10/05/2015";"fim de semana";"10/05/2015";"banco";"2015-05-01";"2015-05-10"
"condominio";0;1;0;1;"10/05/2015";"fim de semana";"10/05/2015";"moradia";"2015-05-01";"2015-05-10"
"luz";"93.48";1;0;0;"10/05/2015";"1ª semana";"14/05/2015";"moradia";"2015-05-01";"2015-05-14"
"net";"217.67";1;0;0;"10/05/2015";"fim de semana";"10/05/2015";"moradia";"2015-05-01";"2015-05-10"
"condominio acordo";0;1;0;1;"10/05/2015";"fim de semana";"10/05/2015";"moradia";"2015-05-01";"2015-05-10"
"emprestimo1";"501.76";1;0;0;"10/05/2015";"fim de semana";"10/05/2015";"banco";"2015-05-01";"2015-05-10"
"emprestimo2";"38.5";1;0;0;"10/05/2015";"fim de semana";"10/05/2015";"banco";"2015-05-01";"2015-05-10"
"emprestimo3";"282.25";1;0;0;"10/05/2015";"fim de semana";"10/05/2015";"banco";"2015-05-01";"2015-05-10"
"consorcio";"533.26";1;0;0;"10/05/2015";"fim de semana";"10/05/2015";"investimento";"2015-05-01";"2015-05-10"
"contador";130;1;0;0;"10/05/2015";"fim de semana";"10/05/2015";"contador";"2015-05-01";"2015-05-10"
"iss - boleto - 2%";"148.01";1;0;0;"10/05/2015";"fim de semana";"10/05/2015";"imposto";"2015-05-01";"2015-05-10"
"csll tri - boleto - 1";88;"139.13";1;0;"10/05/2015";"fim de semana";"10/05/2015";"imposto";"2015-05-01";"2015-05-10"
"irpj - boleto - 0";90;"66.61";1;0;"10/05/2015";"fim de semana";"10/05/2015";"imposto";"2015-05-01";"2015-05-10"
"seguro";518;1;0;0;"10/05/2015";"fim de semana";"10/05/2015";"moradia";"2015-05-01";"2015-05-10"
"custo total aluguel";1262;1;0;0;"10/05/2015";"fim de semana";"10/05/2015";"moradia";"2015-05-01";"2015-05-10"
"conserto do carro - bezerra 3/3";0;1;0;0;"10/05/2015";"fim de semana";"10/05/2015";"carro";"2015-05-01";"2015-05-10"
"cartão de credito";"1483.04666666667";1;0;0;"10/05/2015";"fim de semana";"17/05/2015";"cartão credito";"2015-05-01";"2015-05-17"
"TAXA CONTA FISICA";45;1;0;0;"10/05/2015";"4ª semana";"04/06/2015";"banco";"2015-05-01";"2015-06-04"
"mercado";"86.48";0;1;0;"10/05/2015";"fim de semana";"08/05/2015";"mercado";"2015-05-01";"2015-05-08"
"restaurante - dia das maes";"71.39";0;1;0;"10/05/2015";"fim de semana";"10/05/2015";"compras";"2015-05-01";"2015-05-10"
"cinema";18;0;1;0;"10/05/2015";"fim de semana";"10/05/2015";"compras";"2015-05-01";"2015-05-10"
"chocolate quente - sorvete";7;0;1;0;"10/05/2015";"fim de semana";"10/05/2015";"alimentação";"2015-05-01";"2015-05-10"
"pipoca / suco";10;0;1;0;"10/05/2015";"fim de semana";"10/05/2015";"alimentação";"2015-05-01";"2015-05-10"
"cabelereiro";20;0;1;0;"10/05/2015";"fim de semana";"09/05/2015";"compras";"2015-05-01";"2015-05-09"
"saque michelle";150;0;1;0;"10/05/2015";"1ª semana";"08/05/2015";"michelle";"2015-05-01";"2015-05-08"
"almoço";19;0;1;0;"10/05/2015";"1ª semana";"11/05/2015";"alimentação";"2015-05-01";"2015-05-11"
"mercado";"88.94";0;1;0;"10/05/2015";"1ª semana";"12/05/2015";"mercado";"2015-05-01";"2015-05-12"
"mercado";"18.14";0;1;0;"10/05/2015";"1ª semana";"12/05/2015";"mercado";"2015-05-01";"2015-05-12"
"bobs";13;0;1;0;"10/05/2015";"1ª semana";"14/05/2015";"alimentação";"2015-05-01";"2015-05-14"
"agua";5;0;1;0;"10/05/2015";"1ª semana";"14/05/2015";"alimentação";"2015-05-01";"2015-05-14"
"diferença";0;0;1;0;"10/05/2015";"fim de semana";"17/05/2015";"divergente";"2015-05-01";"2015-05-17"
"subway";"6.75";0;1;0;"10/05/2015";"1ª semana";"14/05/2015";"alimentação";"2015-05-01";"2015-05-14"
"doces / chocolate";"6.97";0;1;0;"10/05/2015";"1ª semana";"15/05/2015";"alimentação";"2015-05-01";"2015-05-15"
"saque";10;0;1;0;"10/05/2015";"fim de semana";"16/05/2015";"saque";"2015-05-01";"2015-05-16"
"feira";40;0;1;0;"10/05/2015";"fim de semana";"16/05/2015";"feira";"2015-05-01";"2015-05-16"
"ajuda - domingo";"17.5";0;1;0;"10/05/2015";"fim de semana";"17/05/2015";"compras";"2015-05-01";"2015-05-17"
"sacola de feira";"12.5";0;1;0;"10/05/2015";"fim de semana";"17/05/2015";"compras";"2015-05-01";"2015-05-17"
"boleto socio torcedor";60;0;1;0;"10/05/2015";"1ª semana";"14/05/2015";"compras";"2015-05-01";"2015-05-14"
"saque";30;0;1;0;"10/05/2015";"fim de semana";"23/05/2015";"saque";"2015-05-01";"2015-05-23"
"futebol";30;0;1;0;"10/05/2015";"2ª semana";"22/05/2015";"compras";"2015-05-01";"2015-05-22"
"estacionamento fut";10;0;1;0;"10/05/2015";"2ª semana";"22/05/2015";"carro";"2015-05-01";"2015-05-22"
"churrasco fut";10;0;1;0;"10/05/2015";"2ª semana";"22/05/2015";"alimentação";"2015-05-01";"2015-05-22"
"cabelereiro";20;0;1;0;"10/05/2015";"fim de semana";"23/05/2015";"compras";"2015-05-01";"2015-05-23"
"sptransp";100;1;0;0;"10/05/2015";"2ª semana";"21/05/2015";"compras";"2015-05-01";"2015-05-21"
"almoço - posto - michelli";"39.98";0;1;0;"10/05/2015";"2ª semana";"21/05/2015";"alimentação";"2015-05-01";"2015-05-21"
"credito celular";35;0;1;0;"10/05/2015";"2ª semana";"21/05/2015";"celular";"2015-05-01";"2015-05-21"
"mercado";"31.97";0;1;0;"10/05/2015";"fim de semana";"17/05/2015";"mercado";"2015-05-01";"2015-05-17"
"starbucks";"8.9";0;1;0;"10/05/2015";"2ª semana";"21/05/2015";"alimentação";"2015-05-01";"2015-05-21"
"padaria";"13.99";0;1;0;"10/05/2015";"2ª semana";"22/05/2015";"padaria";"2015-05-01";"2015-05-22"
"habibs - jantar";"11.4";0;1;0;"10/05/2015";"3ª semana";"25/05/2015";"alimentação";"2015-05-01";"2015-05-25"
"mercado";"60.19";0;1;0;"10/05/2015";"3ª semana";"25/05/2015";"mercado";"2015-05-01";"2015-05-25"
"tapioca - saida bit";5;0;1;0;"10/05/2015";"3ª semana";"26/05/2015";"alimentação";"2015-05-01";"2015-05-26"
"subway";"6.75";0;1;0;"10/05/2015";"3ª semana";"26/05/2015";"alimentação";"2015-05-01";"2015-05-26"
"mercado";"22.49";0;1;0;"10/05/2015";"3ª semana";"28/05/2015";"mercado";"2015-05-01";"2015-05-28"
"sptransp";100;1;0;0;"10/05/2015";"3ª semana";"29/05/2015";"transporte";"2015-05-01";"2015-05-29"
"padaria";"19.74";0;1;0;"10/05/2015";"fim de semana";"30/05/2015";"padaria";"2015-05-01";"2015-05-30"
"padaria - bolo - encontro casal";"9.47";0;1;0;"10/05/2015";"fim de semana";"30/05/2015";"padaria";"2015-05-01";"2015-05-30"
"mercado";"7.01";0;1;0;"10/05/2015";"fim de semana";"01/06/2015";"mercado";"2015-05-01";"2015-06-01"
"mercado";"163.31";0;1;0;"10/05/2015";"fim de semana";"31/05/2015";"mercado";"2015-05-01";"2015-05-31"
"burger king";"34.4";0;1;0;"10/05/2015";"4ª semana";"03/06/2015";"alimentação";"2015-05-01";"2015-06-03"
"mercado";"56.47";0;1;0;"10/05/2015";"4ª semana";"04/06/2015";"mercado";"2015-05-01";"2015-06-04"
"sorvete";24;0;1;0;"10/05/2015";"4ª semana";"05/06/2015";"alimentação";"2015-05-01";"2015-06-05"
"estacionamento";8;0;1;0;"10/05/2015";"4ª semana";"05/06/2015";"carro";"2015-05-01";"2015-06-05"
"cabelereiro";20;0;1;0;"10/05/2015";"fim de semana";"06/06/2015";"compras";"2015-05-01";"2015-06-06"
"feira";20;0;1;0;"10/05/2015";"fim de semana";"06/06/2015";"saque";"2015-05-01";"2015-06-06"
"jantar - espeto";"37.95";0;1;0;"10/05/2015";"4ª semana";"04/06/2015";"compras";"2015-05-01";"2015-06-04"
"cana de açucar";"3.8";0;1;0;"10/05/2015";"3ª semana";"04/06/2015";"alimentação";"2015-05-01";"2015-06-04"
"pastel";9;0;1;0;"10/05/2015";"4ª semana";"05/06/2015";"alimentação";"2015-05-01";"2015-06-05"
"mercado";"64.84";0;1;0;"10/05/2015";"4ª semana";"06/06/2015";"mercado";"2015-05-01";"2015-06-06"
"peça de lagarto 1k";"21.9";0;1;0;"10/05/2015";"4ª semana";"07/06/2015";"alimentação";"2015-05-01";"2015-06-07"
"chocolate vila olimpia";"5.5";0;1;0;"10/05/2015";"4ª semana";"08/06/2015";"alimentação";"2015-05-01";"2015-06-08"
"SEGURO CARTÃO";"5.32";1;0;0;"10/06/2015";"1ª semana";"10/06/2015";"banco";"2015-06-01";"2015-06-10"
"UNICEF";50;1;0;0;"10/06/2015";"1ª semana";"15/06/2015";"doação";"2015-06-01";"2015-06-15"
"TAXA CONTA JURIDICA";57;1;0;0;"10/06/2015";"1ª semana";"10/06/2015";"banco";"2015-06-01";"2015-06-10"
"SEGURO RESIDENCIA";"40.83";1;0;0;"10/06/2015";"1ª semana";"10/06/2015";"banco";"2015-06-01";"2015-06-10"
"luz";"60.49";1;0;0;"10/06/2015";"1ª semana";"10/06/2015";"moradia";"2015-06-01";"2015-06-10"
"net";"238.8";1;0;0;"10/06/2015";"1ª semana";"10/06/2015";"moradia";"2015-06-01";"2015-06-10"
"emprestimo1";"501.76";1;0;0;"10/06/2015";"1ª semana";"10/06/2015";"banco";"2015-06-01";"2015-06-10"
"emprestimo2";"38.5";1;0;0;"10/06/2015";"1ª semana";"10/06/2015";"banco";"2015-06-01";"2015-06-10"
"emprestimo3";"282.25";1;0;0;"10/06/2015";"1ª semana";"10/06/2015";"banco";"2015-06-01";"2015-06-10"
"consorcio";"536.46";1;0;0;"10/06/2015";"1ª semana";"10/06/2015";"investimento";"2015-06-01";"2015-06-10"
"contador";130;1;0;0;"10/06/2015";"1ª semana";"10/06/2015";"contador";"2015-06-01";"2015-06-10"
"iss - boleto - 2%";"148.01";1;0;0;"10/06/2015";"1ª semana";"10/06/2015";"imposto";"2015-06-01";"2015-06-10"
"csll tri - boleto - 1";88;"139.13";1;0;"10/06/2015";"1ª semana";"10/06/2015";"imposto";"2015-06-01";"2015-06-10"
"irpj - boleto - 0";90;"66.61";1;0;"10/06/2015";"1ª semana";"10/06/2015";"imposto";"2015-06-01";"2015-06-10"
"seguro";518;1;0;0;"10/06/2015";"1ª semana";"10/06/2015";"moradia";"2015-06-01";"2015-06-10"
"custo total aluguel";1272;1;0;0;"10/06/2015";"1ª semana";"10/06/2015";"moradia";"2015-06-01";"2015-06-10"
"cartão de credito";"1567.92";1;0;0;"10/06/2015";"2ª semana";"17/06/2015";"cartão credito";"2015-06-01";"2015-06-17"
"TAXA CONTA FISICA";45;1;0;0;"10/06/2015";"fim de semana";"04/07/2015";"banco";"2015-06-01";"2015-07-04"
"mercado";"55.92";0;1;0;"10/06/2015";"1ª semana";"10/06/2015";"mercado";"2015-06-01";"2015-06-10"
"weslyana moçambique";50;0;1;0;"10/06/2015";"1ª semana";"10/06/2015";"doação";"2015-06-01";"2015-06-10"
"jantar - batata shopping tatu";"18.75";0;1;0;"10/06/2015";"1ª semana";"11/06/2015";"compras";"2015-06-01";"2015-06-11"
"presente dias dos namorados";"92.7";0;1;0;"10/06/2015";"1ª semana";"11/06/2015";"compras";"2015-06-01";"2015-06-11"
"pasta de dente";"2.67";0;1;0;"10/06/2015";"1ª semana";"11/06/2015";"compras";"2015-06-01";"2015-06-11"
"boticario";"114.99";0;1;0;"10/06/2015";"1ª semana";"11/06/2015";"compras";"2015-06-01";"2015-06-11"
"agua / chocolate";"13.86";0;1;0;"10/06/2015";"1ª semana";"12/06/2015";"alimentação";"2015-06-01";"2015-06-12"
"jantar - bella paulista";"92.62";0;1;0;"10/06/2015";"fim de semana";"13/06/2015";"compras";"2015-06-01";"2015-06-13"
"mercado";"27.12";0;1;0;"10/06/2015";"fim de semana";"13/06/2015";"mercado";"2015-06-01";"2015-06-13"
"almoço - mocoto";"71.7";0;1;0;"10/06/2015";"fim de semana";"14/06/2015";"alimentação";"2015-06-01";"2015-06-14"
"sptransp";100;1;0;0;"10/06/2015";"2ª semana";"15/06/2015";"transporte";"2015-06-01";"2015-06-15"
"socio torcedor";30;0;1;0;"10/06/2015";"2ª semana";"17/06/2015";"compras";"2015-06-01";"2015-06-17"
"mercado";"62.74";0;1;0;"10/06/2015";"2ª semana";"15/06/2015";"mercado";"2015-06-01";"2015-06-15"
"padaria";"6.75";0;1;0;"10/06/2015";"fim de semana";"14/06/2015";"padaria";"2015-06-01";"2015-06-14"
"camisetas wesleyana";30;0;1;0;"10/06/2015";"2ª semana";"19/06/2015";"compras";"2015-06-01";"2015-06-19"
"chocolate";9;0;1;0;"10/06/2015";"2ª semana";"19/06/2015";"alimentação";"2015-06-01";"2015-06-19"
"padaria";"24.61";0;1;0;"10/06/2015";"fim de semana";"20/06/2015";"padaria";"2015-06-01";"2015-06-20"
"farmacia";"3.54";0;1;0;"10/06/2015";"fim de semana";"20/06/2015";"farmacia";"2015-06-01";"2015-06-20"
"cabelereiro";20;0;1;0;"10/06/2015";"fim de semana";"20/06/2015";"compras";"2015-06-01";"2015-06-20"
"saque";20;0;1;0;"10/06/2015";"fim de semana";"20/06/2015";"saque";"2015-06-01";"2015-06-20"
"mercado";"141.7";0;1;0;"10/06/2015";"fim de semana";"20/06/2015";"mercado";"2015-06-01";"2015-06-20"
"mercado";"29.1";0;1;0;"10/06/2015";"fim de semana";"20/06/2015";"mercado";"2015-06-01";"2015-06-20"
"mercado";"82.89";0;1;0;"10/06/2015";"3ª semana";"22/06/2015";"mercado";"2015-06-01";"2015-06-22"
"almoço - domingo";"25.5";0;1;0;"10/06/2015";"fim de semana";"21/06/2015";"alimentação";"2015-06-01";"2015-06-21"
"pizza hut";"11.8";0;1;0;"10/06/2015";"fim de semana";"21/06/2015";"alimentação";"2015-06-01";"2015-06-21"
"farmacia - camisinha";"36.99";0;1;0;"10/06/2015";"fim de semana";"20/06/2015";"farmacia";"2015-06-01";"2015-06-20"
"almoço";17;0;1;0;"10/06/2015";"3ª semana";"25/06/2015";"alimentação";"2015-06-01";"2015-06-25"
"padaria";"36.45";0;1;0;"10/06/2015";"3ª semana";"26/06/2015";"padaria";"2015-06-01";"2015-06-26"
"sopa / torta holandesa";"17.99";0;1;0;"10/06/2015";"3ª semana";"26/06/2015";"alimentação";"2015-06-01";"2015-06-26"
"feira";30;0;1;0;"10/06/2015";"fim de semana";"28/06/2015";"feira";"2015-06-01";"2015-06-28"
"saque";10;0;1;0;"10/06/2015";"fim de semana";"28/06/2015";"saque";"2015-06-01";"2015-06-28"
"suco shopping";10;0;1;0;"10/06/2015";"4ª semana";"29/06/2015";"alimentação";"2015-06-01";"2015-06-29"
"doces / chocolate";"2.38";0;1;0;"10/06/2015";"4ª semana";"29/06/2015";"alimentação";"2015-06-01";"2015-06-29"
"doces / chocolate";"5.78";0;1;0;"10/06/2015";"4ª semana";"01/07/2015";"alimentação";"2015-06-01";"2015-07-01"
"fraldas";"33.99";0;1;0;"10/06/2015";"4ª semana";"01/07/2015";"compras";"2015-06-01";"2015-07-01"
"sorvete";7;0;1;0;"10/06/2015";"4ª semana";"01/07/2015";"alimentação";"2015-06-01";"2015-07-01"
"esfiha / lanche shooping";"3.9";0;1;0;"10/06/2015";"4ª semana";"29/06/2015";"alimentação";"2015-06-01";"2015-06-29"
"sptransp";100;1;0;0;"10/06/2015";"4ª semana";"29/06/2015";"transporte";"2015-06-01";"2015-06-29"
"sorvete shopping";"4.5";0;1;0;"10/06/2015";"5ª semana";"07/07/2015";"alimentação";"2015-06-01";"2015-07-07"
"lanche subway";14;0;1;0;"10/06/2015";"5ª semana";"07/07/2015";"alimentação";"2015-06-01";"2015-07-07"
"sorvete";9;0;1;0;"10/06/2015";"5ª semana";"08/07/2015";"alimentação";"2015-06-01";"2015-07-08"
"batata frita mc donalnds";"6.5";0;1;0;"10/06/2015";"5ª semana";"08/07/2015";"alimentação";"2015-06-01";"2015-07-08"
"beirute";"13.5";0;1;0;"10/06/2015";"5ª semana";"08/07/2015";"alimentação";"2015-06-01";"2015-07-08"
"cabelereiro";20;0;1;0;"10/06/2015";"4ª semana";"03/07/2015";"compras";"2015-06-01";"2015-07-03"
"saque";50;0;1;0;"10/06/2015";"fim de semana";"04/07/2015";"saque";"2015-06-01";"2015-07-04"
"foto";95;0;1;0;"10/06/2015";"fim de semana";"04/07/2015";"compras";"2015-06-01";"2015-07-04"
"padaria";"6.4";0;1;0;"10/06/2015";"5ª semana";"09/07/2015";"padaria";"2015-06-01";"2015-07-09"
"barraca fruta";9;0;1;0;"10/06/2015";"5ª semana";"09/07/2015";"feira";"2015-06-01";"2015-07-09"
