"tipo_custo";"data_custo";"custo";"info_banco";"valor";"valor_custo";"valor_entrada";"ref_base";"dt_pagto_bq";"dt_custo_bq"
"saldo";"17/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-17"
"saldo";"18/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-18"
"compras";"19/05/2021";"ELECTRONPAG*MONICAP";9212;-20,2;20,2;0;01/05/2021;"2021-05-01";"2021-05-19"
"saldo";"19/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-19"
"saldo";"20/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-20"
"compras";"21/05/2021";"ELECTRONPAG*MariaAp";9212;-16;16;0;01/05/2021;"2021-05-01";"2021-05-21"
"compras";"21/05/2021";"ELECTRONPAG*MONICAP";9212;-14,7;14,7;0;01/05/2021;"2021-05-01";"2021-05-21"
"saldo";"21/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-21"
"saque";"24/05/2021";"SAQUE 24H 09069402 23/05";5086;-100;100;0;01/05/2021;"2021-05-01";"2021-05-24"
"padaria";"24/05/2021";"ELECTRONARIZONA PAE";9212;-40,32;40,32;0;01/05/2021;"2021-05-01";"2021-05-24"
"compras";"24/05/2021";"ELECTRONBARRACA DE";9212;-20;20;0;01/05/2021;"2021-05-01";"2021-05-24"
"alimentação";"24/05/2021";"ELECTRONBD";9212;-11;11;0;01/05/2021;"2021-05-01";"2021-05-24"
"mercado";"24/05/2021";"ELECTRONMINI MERCAD";9212;-15;15;0;01/05/2021;"2021-05-01";"2021-05-24"
"alimentação";"24/05/2021";"ELECTRONPAG*Frigott";9212;-50;50;0;01/05/2021;"2021-05-01";"2021-05-24"
"compras";"24/05/2021";"ELECTRONSONEDA PERF";9212;-27,9;27,9;0;01/05/2021;"2021-05-01";"2021-05-24"
"mercado";"24/05/2021";"ELECTRONTRIMAIS II";9212;-64,72;64,72;0;01/05/2021;"2021-05-01";"2021-05-24"
"mercado";"24/05/2021";"ELECTRONTRIMAIS II";9212;-140,24;140,24;0;01/05/2021;"2021-05-01";"2021-05-24"
"saldo";"24/05/2021";"REND PAGO APLIC AUT MAIS";;0,01;0;0;01/05/2021;"2021-05-01";"2021-05-24"
"saldo";"24/05/2021";"SALDO DO DIA";;;0;0;01/05/2021;"2021-05-01";"2021-05-24"
"farmacia";"25/05/2021";"ELECTRONFARMACIAS P";9212;-5,99;5,99;0;01/05/2021;"2021-05-01";"2021-05-25"
"saldo";"25/05/2021";"SALDO DO DIA";;;0;0;01/05/2021;"2021-05-01";"2021-05-25"
"compras";"26/05/2021";"ELECTRONPAG*MONICAP";9212;-16,7;16,7;0;01/05/2021;"2021-05-01";"2021-05-26"
"saldo";"26/05/2021";"SALDO DO DIA";;;0;0;01/05/2021;"2021-05-01";"2021-05-26"
"compras";"28/05/2021";"INT  PAG TIT BANCO 237";4175;-244,51;244,51;0;01/05/2021;"2021-05-01";"2021-05-28"
"saldo";"28/05/2021";"ELECTRONPAG*Juliana";9212;-16,2;16,2;0;01/05/2021;"2021-05-01";"2021-05-28"
"saldo";"28/05/2021";"SALDO DO DIA";;;0;0;01/05/2021;"2021-05-01";"2021-05-28"
"padaria";"31/05/2021";"ELECTRONARIZONA PAE";9212;-29,17;29,17;0;01/05/2021;"2021-05-01";"2021-05-31"
"farmacia";"31/05/2021";"ELECTRONFARMACIAS P";9212;-5,99;5,99;0;01/05/2021;"2021-05-01";"2021-05-31"
"compras";"31/05/2021";"ELECTRONLOJAS AMERI";9212;-16,98;16,98;0;01/05/2021;"2021-05-01";"2021-05-31"
"farmacia";"31/05/2021";"ELECTRONPROMOFARMA";9212;-24,51;24,51;0;01/05/2021;"2021-05-01";"2021-05-31"
"compras";"31/05/2021";"ELECTRONSONEDA PERF";9212;-31,25;31,25;0;01/05/2021;"2021-05-01";"2021-05-31"
"mercado";"31/05/2021";"ELECTRONYINGXUE MA";9212;-25;25;0;01/05/2021;"2021-05-01";"2021-05-31"
"mercado";"31/05/2021";"ELECTRONYINGXUE MA";9212;-12;12;0;01/05/2021;"2021-05-01";"2021-05-31"
"igreja";"31/05/2021";"PIX TRANSF  IMW 3 R31/05";9123;-411,12;411,12;0;01/05/2021;"2021-05-01";"2021-05-31"
"compras";"31/05/2021";"PIX TRANSF  ANDRE N31/05";9953;4111,2;0;4111;01/05/2021;"2021-05-01";"2021-05-31"
"saldo";"31/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-31"
"saldo";"31/05/2021";"SALDO DO DIA";;;0;0;01/05/2021;"2021-05-01";"2021-05-31"
"saldo";"31/05/2021";"SALDO ANTERIOR";;;0;0;01/06/2021;"2021-06-01";"2021-05-31"
"banco";"01/06/2021";"IOF";;-1,02;1,02;0;01/06/2021;"2021-06-01";"2021-06-01"
"saldo";"01/06/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/06/2021;"2021-06-01";"2021-06-01"
"compras";"02/06/2021";"ELECTRONPAG*Juliana";9212;-11,5;11,5;0;01/06/2021;"2021-06-01";"2021-06-02"
"compras";"02/06/2021";"TAR PACOTE ITAU   MAI/21";9293;-82,9;82,9;0;01/06/2021;"2021-06-01";"2021-06-02"
"saldo";"02/06/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/06/2021;"2021-06-01";"2021-06-02"
"moradia";"04/06/2021";"INT PAG TIT 109068881029";4175;-552,32;552,32;0;01/06/2021;"2021-06-01";"2021-06-04"
"farmacia";"04/06/2021";"ELECTRONFARMACIAS P";9212;-75,44;75,44;0;01/06/2021;"2021-06-01";"2021-06-04"
"farmacia";"04/06/2021";"ELECTRONFARMACIAS P";9212;-7,95;7,95;0;01/06/2021;"2021-06-01";"2021-06-04"
"compras";"04/06/2021";"ELECTRONPAG*Juliana";9212;-11,7;11,7;0;01/06/2021;"2021-06-01";"2021-06-04"
"alimentação";"04/06/2021";"ELECTRONQUITANDA ME";9212;-6;6;0;01/06/2021;"2021-06-01";"2021-06-04"
"compras";"04/06/2021";"ELECTRONRICARDO VAS";9212;-27,21;27,21;0;01/06/2021;"2021-06-01";"2021-06-04"
"compras";"04/06/2021";"ELECTRONS KOMESU MA";9212;-9,75;9,75;0;01/06/2021;"2021-06-01";"2021-06-04"
"mercado";"04/06/2021";"ELECTRONTRIMAIS II";9212;-132,13;132,13;0;01/06/2021;"2021-06-01";"2021-06-04"
"compras";"04/06/2021";"PIX TRANSF  ANDRE N04/06";9028;-100;100;0;01/06/2021;"2021-06-01";"2021-06-04"
"entrada";"04/06/2021";"PIX TRANSF  Michele04/06";9028;30;0;30;01/06/2021;"2021-06-01";"2021-06-04"
"saldo";"04/06/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/06/2021;"2021-06-01";"2021-06-04"
"saque";"07/06/2021";"SAQUE 24H 14050421 06/06";5086;-100;100;0;01/06/2021;"2021-06-01";"2021-06-07"
"padaria";"07/06/2021";"ELECTRONARIZONA PAE";9212;-26,75;26,75;0;01/06/2021;"2021-06-01";"2021-06-07"
"compras";"07/06/2021";"ELECTRONBD";9212;-11;11;0;01/06/2021;"2021-06-01";"2021-06-07"
"compras";"07/06/2021";"ELECTRONCINEMARK TU";9212;-28;28;0;01/06/2021;"2021-06-01";"2021-06-07"
"compras";"07/06/2021";"ELECTRONLOJAS AMERI";9212;-10,99;10,99;0;01/06/2021;"2021-06-01";"2021-06-07"
"alimentação";"07/06/2021";"ELECTRONPAG*Frigott";9212;-50;50;0;01/06/2021;"2021-06-01";"2021-06-07"
"compras";"07/06/2021";"ELECTRONSHOPPING TU";9212;-13;13;0;01/06/2021;"2021-06-01";"2021-06-07"
"mercado";"07/06/2021";"ELECTRONTRIMAIS II";9212;-190,33;190,33;0;01/06/2021;"2021-06-01";"2021-06-07"
"saldo";"07/06/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/06/2021;"2021-06-01";"2021-06-07"
"compras";"08/06/2021";"ELECTRONESKALA 112";9212;-49,98;49,98;0;01/06/2021;"2021-06-01";"2021-06-08"
"compras";"08/06/2021";"ELECTRONESKALA 112";9212;-24,99;24,99;0;01/06/2021;"2021-06-01";"2021-06-08"
"compras";"08/06/2021";"ELECTRONTORRA TORRA";9212;-263,93;263,93;0;01/06/2021;"2021-06-01";"2021-06-08"
"saldo";"08/06/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/06/2021;"2021-06-01";"2021-06-08"
"celular";"09/06/2021";"INT NEXTEL 9799999671486";4175;-51;51;0;01/06/2021;"2021-06-01";"2021-06-09"
"compras";"09/06/2021";"ELECTRONPAG*Juliana";9212;-13,7;13,7;0;01/06/2021;"2021-06-01";"2021-06-09"
"mercado";"09/06/2021";"ELECTRONSONDA TREME";9212;-68,48;68,48;0;01/06/2021;"2021-06-01";"2021-06-09"
"cabeleireiro";"09/06/2021";"PIX TRANSF  ALEXAND09/06";9136;-25;25;0;01/06/2021;"2021-06-01";"2021-06-09"
"creche";"09/06/2021";"PIX TRANSF  ESPACO 09/06";9121;-422;422;0;01/06/2021;"2021-06-01";"2021-06-09"
"saldo";"09/06/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/06/2021;"2021-06-01";"2021-06-09"
"banco";"10/06/2021";"SEGURO CARTAO";9293;-6,94;6,94;0;01/06/2021;"2021-06-01";"2021-06-10"
"saldo";"10/06/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/06/2021;"2021-06-01";"2021-06-10"
"farmacia";"11/06/2021";"ELECTRONPROMOFARMA";9212;-45,58;45,58;0;01/06/2021;"2021-06-01";"2021-06-11"
"mercado";"11/06/2021";"ELECTRONTRIMAIS II";9212;-66,9;66,9;0;01/06/2021;"2021-06-01";"2021-06-11"
"mercado";"11/06/2021";"ELECTRONTRIMAIS II";9212;-7,38;7,38;0;01/06/2021;"2021-06-01";"2021-06-11"
"compras";"11/06/2021";"PIX TRANSF  ANDRE N11/06";9122;5492;0;5492;01/06/2021;"2021-06-01";"2021-06-11"
"doação";"11/06/2021";"DEB AUTOR UNICEF";9293;-75;75;0;01/06/2021;"2021-06-01";"2021-06-11"
"saldo";"11/06/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/06/2021;"2021-06-01";"2021-06-11"
"enfermagem";"14/06/2021";"TIT PAG TIT ULO ITAU";4175;-471,06;471,06;0;01/06/2021;"2021-06-01";"2021-06-14"
"alimentação";"14/06/2021";"ELECTRONCARLOS REIS";9212;-26;26;0;01/06/2021;"2021-06-01";"2021-06-14"
"compras";"14/06/2021";"ELECTRONLANCHONETE";9212;-5;5;0;01/06/2021;"2021-06-01";"2021-06-14"
"compras";"14/06/2021";"ELECTRONLEGUMES& VE";9212;-4;4;0;01/06/2021;"2021-06-01";"2021-06-14"
"compras";"14/06/2021";"ELECTRONLOJAS AMERI";9212;-24,97;24,97;0;01/06/2021;"2021-06-01";"2021-06-14"
"compras";"14/06/2021";"ELECTRONPAG*produto";9212;-3;3;0;01/06/2021;"2021-06-01";"2021-06-14"
"compras";"14/06/2021";"ELECTRONPAG*CleberL";9212;-10;10;0;01/06/2021;"2021-06-01";"2021-06-14"
"compras";"14/06/2021";"ELECTRONPAG*Cristia";9212;-6;6;0;01/06/2021;"2021-06-01";"2021-06-14"
"compras";"14/06/2021";"ELECTRONPAG*DEDECOR";9212;-5;5;0;01/06/2021;"2021-06-01";"2021-06-14"
"compras";"14/06/2021";"ELECTRONPAG*Geraldo";9212;-32;32;0;01/06/2021;"2021-06-01";"2021-06-14"
"compras";"14/06/2021";"ELECTRONPAG*Henriqu";9212;-3;3;0;01/06/2021;"2021-06-01";"2021-06-14"
"compras";"14/06/2021";"ELECTRONPAG*JURACIA";9212;-10;10;0;01/06/2021;"2021-06-01";"2021-06-14"
"compras";"14/06/2021";"ELECTRONPAG*WaldirN";9212;-5;5;0;01/06/2021;"2021-06-01";"2021-06-14"
"farmacia";"14/06/2021";"ELECTRONPROMOFARMA";9212;-19,9;19,9;0;01/06/2021;"2021-06-01";"2021-06-14"
"compras";"14/06/2021";"ELECTRONSODIMAC";9212;-15,9;15,9;0;01/06/2021;"2021-06-01";"2021-06-14"
"compras";"14/06/2021";"ELECTRONSODIMAC";9212;-21,89;21,89;0;01/06/2021;"2021-06-01";"2021-06-14"
"mercado";"14/06/2021";"ELECTRONTRIMAIS II";9212;-197,51;197,51;0;01/06/2021;"2021-06-01";"2021-06-14"
"igreja";"14/06/2021";"PIX TRANSF  IMW 3 R12/06";9779;-549,2;549,2;0;01/06/2021;"2021-06-01";"2021-06-14"
"cartão credito";"14/06/2021";"INT ITAUCARD";4175;-4000;4000;0;01/06/2021;"2021-06-01";"2021-06-14"
"saldo";"14/06/2021";"REND PAGO APLIC AUT MAIS";;0,01;0;0;01/06/2021;"2021-06-01";"2021-06-14"
"saldo";"14/06/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/06/2021;"2021-06-01";"2021-06-14"
"padaria";"15/06/2021";"ELECTRONARIZONA PAE";9212;-12,56;12,56;0;01/06/2021;"2021-06-01";"2021-06-15"
"saldo";"15/06/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/06/2021;"2021-06-01";"2021-06-15"
"compras";"16/06/2021";"ELECTRONPAG*Juliana";9212;-24,7;24,7;0;01/06/2021;"2021-06-01";"2021-06-16"
"mercado";"16/06/2021";"ELECTRONTRIMAIS II";9212;-112,71;112,71;0;01/06/2021;"2021-06-01";"2021-06-16"
"saldo";"16/06/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/06/2021;"2021-06-01";"2021-06-16"
"celular";"17/06/2021";"INT NEXTEL 9499999671486";4175;-85;85;0;01/06/2021;"2021-06-01";"2021-06-17"
"padaria";"17/06/2021";"ELECTRONARIZONA PAE";9212;-4,21;4,21;0;01/06/2021;"2021-06-01";"2021-06-17"
"farmacia";"17/06/2021";"ELECTRONDROGARIA PR";9212;-43,98;43,98;0;01/06/2021;"2021-06-01";"2021-06-17"
"farmacia";"17/06/2021";"ELECTRONPROMOFARMA";9212;-9,98;9,98;0;01/06/2021;"2021-06-01";"2021-06-17"
"mercado";"17/06/2021";"ELECTRONTRIMAIS II";9212;-22,89;22,89;0;01/06/2021;"2021-06-01";"2021-06-17"
"mercado";"17/06/2021";"ELECTRONTRIMAIS II";9212;-157,53;157,53;0;01/06/2021;"2021-06-01";"2021-06-17"
"compras";"17/06/2021";"SAQUE S/CARTAO 24H060890";5086;-20;20;0;01/06/2021;"2021-06-01";"2021-06-17"
"saldo";"17/06/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/06/2021;"2021-06-01";"2021-06-17"
"padaria";"18/06/2021";"ELECTRONARIZONA PAE";9212;-24,71;24,71;0;01/06/2021;"2021-06-01";"2021-06-18"
"compras";"18/06/2021";"ELECTRONPAG*Juliana";9212;-14,7;14,7;0;01/06/2021;"2021-06-01";"2021-06-18"
"igreja";"18/06/2021";"PIX TRANSF  HELENIC18/06";9773;-178,33;178,33;0;01/06/2021;"2021-06-01";"2021-06-18"
"saldo";"18/06/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/06/2021;"2021-06-01";"2021-06-18"
"saque";"21/06/2021";"SAQUE 24H 11286911 20/06";5086;-100;100;0;01/06/2021;"2021-06-01";"2021-06-21"
"compras";"21/06/2021";"ELECTRONBD";9212;-11;11;0;01/06/2021;"2021-06-01";"2021-06-21"
"compras";"21/06/2021";"ELECTRONCACAU SHOW";9212;-10;10;0;01/06/2021;"2021-06-01";"2021-06-21"
"alimentação";"21/06/2021";"ELECTRONPAG*Frigott";9212;-100;100;0;01/06/2021;"2021-06-01";"2021-06-21"
"compras";"21/06/2021";"ELECTRONPAG*OsneiSa";9212;-4;4;0;01/06/2021;"2021-06-01";"2021-06-21"
"farmacia";"21/06/2021";"ELECTRONPROMOFARMA";9212;-51,69;51,69;0;01/06/2021;"2021-06-01";"2021-06-21"
"mercado";"21/06/2021";"ELECTRONSONDA JACAN";9212;-73,8;73,8;0;01/06/2021;"2021-06-01";"2021-06-21"
"mercado";"21/06/2021";"ELECTRONTRIMAIS II";9212;-140,75;140,75;0;01/06/2021;"2021-06-01";"2021-06-21"
"saldo";"21/06/2021";"SALDO DO DIA";;;0;0;01/06/2021;"2021-06-01";"2021-06-21"
"compras";"22/06/2021";"DEB AUTOR AZUL CIA SEG";9293;-238,78;238,78;0;01/06/2021;"2021-06-01";"2021-06-22"
"saldo";"22/06/2021";"SALDO DO DIA";;;0;0;01/06/2021;"2021-06-01";"2021-06-22"
"alimentação";"23/06/2021";"ELECTRONMC DONALDS";9212;-29,6;29,6;0;01/06/2021;"2021-06-01";"2021-06-23"
"compras";"23/06/2021";"ELECTRONPAG*Juliana";9212;-14,2;14,2;0;01/06/2021;"2021-06-01";"2021-06-23"
"mercado";"23/06/2021";"ELECTRONTRIMAIS II";9212;-72,92;72,92;0;01/06/2021;"2021-06-01";"2021-06-23"
"saldo";"23/06/2021";"SALDO DO DIA";;;0;0;01/06/2021;"2021-06-01";"2021-06-23"
"compras";"24/06/2021";"ELECTRONA PREFERIDA";9212;-32,89;32,89;0;01/06/2021;"2021-06-01";"2021-06-24"
"padaria";"24/06/2021";"ELECTRONARIZONA PAE";9212;-36,84;36,84;0;01/06/2021;"2021-06-01";"2021-06-24"
"carro";"24/06/2021";"ELECTRONAUTO POSTO";9212;-9,98;9,98;0;01/06/2021;"2021-06-01";"2021-06-24"
"mercado";"24/06/2021";"ELECTRONTRIMAIS II";9212;-135,25;135,25;0;01/06/2021;"2021-06-01";"2021-06-24"
"compras";"24/06/2021";"PIX TRANSF  OPIUM M24/06";9014;-100;100;0;01/06/2021;"2021-06-01";"2021-06-24"
"compras";"24/06/2021";"PIX TRANSF  OPIUM M24/06";9132;-678;678;0;01/06/2021;"2021-06-01";"2021-06-24"
"saldo";"24/06/2021";"SALDO DO DIA";;;0;0;01/06/2021;"2021-06-01";"2021-06-24"
"saque";"25/06/2021";"SAQUE 24H 08140386";5086;-50;50;0;01/06/2021;"2021-06-01";"2021-06-25"
"compras";"25/06/2021";"ELECTRONBRAZ LEME";9212;-30,8;30,8;0;01/06/2021;"2021-06-01";"2021-06-25"
"compras";"25/06/2021";"ELECTRONPAG*MONICAP";9212;-14,7;14,7;0;01/06/2021;"2021-06-01";"2021-06-25"
"farmacia";"25/06/2021";"ELECTRONRAIA 47";9212;-21,05;21,05;0;01/06/2021;"2021-06-01";"2021-06-25"
"farmacia";"25/06/2021";"ELECTRONRAIA 47";9212;-65,99;65,99;0;01/06/2021;"2021-06-01";"2021-06-25"
"compras";"25/06/2021";"ELECTRONSONEDA PERF";9212;-36,18;36,18;0;01/06/2021;"2021-06-01";"2021-06-25"
"mercado";"25/06/2021";"ELECTRONTRIMAIS II";9212;-16,48;16,48;0;01/06/2021;"2021-06-01";"2021-06-25"
"mercado";"25/06/2021";"ELECTRONTRIMAIS II";9212;-118,11;118,11;0;01/06/2021;"2021-06-01";"2021-06-25"
"mercado";"25/06/2021";"ELECTRONYINGXUE MA";9212;-13;13;0;01/06/2021;"2021-06-01";"2021-06-25"
"compras";"25/06/2021";"PIX TRANSF  OPIUM M25/06";9128;-148;148;0;01/06/2021;"2021-06-01";"2021-06-25"
"saldo";"25/06/2021";"SALDO DO DIA";;;0;0;01/06/2021;"2021-06-01";"2021-06-25"
"compras";"28/06/2021";"ELECTRONBD";9212;-11;11;0;01/06/2021;"2021-06-01";"2021-06-28"
"compras";"28/06/2021";"ELECTRONCB CONCEITO";9212;-264,04;264,04;0;01/06/2021;"2021-06-01";"2021-06-28"
"compras";"28/06/2021";"ELECTRONFINI";9212;-14,77;14,77;0;01/06/2021;"2021-06-01";"2021-06-28"
"alimentação";"28/06/2021";"ELECTRONHABIBS";9212;-46,9;46,9;0;01/06/2021;"2021-06-01";"2021-06-28"
"compras";"28/06/2021";"ELECTRONKRAFT";9212;-24;24;0;01/06/2021;"2021-06-01";"2021-06-28"
"mercado";"28/06/2021";"ELECTRONTRIMAIS II";9212;-49,86;49,86;0;01/06/2021;"2021-06-01";"2021-06-28"
"compras";"28/06/2021";"PIX TRANSF  MANOEL 27/06";9327;-7;7;0;01/06/2021;"2021-06-01";"2021-06-28"
"saldo";"28/06/2021";"SALDO DO DIA";;;0;0;01/06/2021;"2021-06-01";"2021-06-28"
"poupança";"30/06/2021";"TBI 9293.22915-0/500";4175;-5000;5000;0;01/06/2021;"2021-06-01";"2021-06-30"
"compras";"30/06/2021";"INT DARF319977560211";4175;-442,19;442,19;0;01/06/2021;"2021-06-01";"2021-06-30"
"padaria";"30/06/2021";"ELECTRONARIZONA PAE";9212;-42,73;42,73;0;01/06/2021;"2021-06-01";"2021-06-30"
"igreja";"30/06/2021";"PIX TRANSF  IMW 3 R30/06";9129;-1095;1095;0;01/06/2021;"2021-06-01";"2021-06-30"
"compras";"30/06/2021";"PIX TRANSF  ANDRE N30/06";9122;10950,42;0;10950;01/06/2021;"2021-06-01";"2021-06-30"
"saldo";"30/06/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/06/2021;"2021-06-01";"2021-06-30"
"saldo";"30/06/2021";"SALDO DO DIA";;;0;0;01/06/2021;"2021-06-01";"2021-06-30"
"saldo";"30/06/2021";"SALDO ANTERIOR";;;0;0;01/07/2021;"2021-07-01";"2021-06-30"
"compras";"01/07/2021";"ELECTRONKAMIA";9212;-3;3;0;01/07/2021;"2021-07-01";"2021-07-01"
"compras";"01/07/2021";"ELECTRONPAG*Marcelo";9212;-5;5;0;01/07/2021;"2021-07-01";"2021-07-01"
"compras";"01/07/2021";"ELECTRONPAG*NelsonD";9212;-16;16;0;01/07/2021;"2021-07-01";"2021-07-01"
"compras";"01/07/2021";"PIX TRANSF  MARIO A01/07";9127;-140;140;0;01/07/2021;"2021-07-01";"2021-07-01"
"saldo";"01/07/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/07/2021;"2021-07-01";"2021-07-01"
"banco";"02/07/2021";"IOF";;-11,27;11,27;0;01/07/2021;"2021-07-01";"2021-07-02"
"poupança";"02/07/2021";"TBI 9293.22915-0/500";4175;-14000;14000;0;01/07/2021;"2021-07-01";"2021-07-02"
"compras";"02/07/2021";"PIX TRANSF  ANDRE N02/07";9953;14600;0;14600;01/07/2021;"2021-07-01";"2021-07-02"
"compras";"02/07/2021";"TAR PACOTE ITAU   JUN/21";9293;-82,9;82,9;0;01/07/2021;"2021-07-01";"2021-07-02"
"saldo";"02/07/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/07/2021;"2021-07-01";"2021-07-02"
"compras";"05/07/2021";"ELECTRONA PREFERIDA";9212;-4,49;4,49;0;01/07/2021;"2021-07-01";"2021-07-05"
"padaria";"05/07/2021";"ELECTRONARIZONA PAE";9212;-32,25;32,25;0;01/07/2021;"2021-07-01";"2021-07-05"
"compras";"05/07/2021";"ELECTRONBD";9212;-11;11;0;01/07/2021;"2021-07-01";"2021-07-05"
"compras";"05/07/2021";"ELECTRONCHINEN BOX";9212;-12,47;12,47;0;01/07/2021;"2021-07-01";"2021-07-05"
"compras";"05/07/2021";"ELECTRONCLAUDIO FEI";9212;-9;9;0;01/07/2021;"2021-07-01";"2021-07-05"
"compras";"05/07/2021";"ELECTRONDIEGO GABRI";9212;-40;40;0;01/07/2021;"2021-07-01";"2021-07-05"
"farmacia";"05/07/2021";"ELECTRONDROGARIA PR";9212;-18,99;18,99;0;01/07/2021;"2021-07-01";"2021-07-05"
"farmacia";"05/07/2021";"ELECTRONFARMACIAS P";9212;-6,99;6,99;0;01/07/2021;"2021-07-01";"2021-07-05"
"compras";"05/07/2021";"ELECTRONJULIO   VIV";9212;-5;5;0;01/07/2021;"2021-07-01";"2021-07-05"
"compras";"05/07/2021";"ELECTRONLEGUMES& VE";9212;-5;5;0;01/07/2021;"2021-07-01";"2021-07-05"
"compras";"05/07/2021";"ELECTRONMANOEL FERR";9212;-3;3;0;01/07/2021;"2021-07-01";"2021-07-05"
"compras";"05/07/2021";"ELECTRONNOVA BRUXEL";9212;-72;72;0;01/07/2021;"2021-07-01";"2021-07-05"
"compras";"05/07/2021";"ELECTRONPAG*EmilySa";9212;-6;6;0;01/07/2021;"2021-07-01";"2021-07-05"
"compras";"05/07/2021";"ELECTRONPAG*Patrici";9212;-40;40;0;01/07/2021;"2021-07-01";"2021-07-05"
"compras";"05/07/2021";"ELECTRONPAG*Yasuich";9212;-14;14;0;01/07/2021;"2021-07-01";"2021-07-05"
"compras";"05/07/2021";"ELECTRONRGR MODAS";9212;-60;60;0;01/07/2021;"2021-07-01";"2021-07-05"
"compras";"05/07/2021";"ELECTRONSILVIO NAKA";9212;-107,97;107,97;0;01/07/2021;"2021-07-01";"2021-07-05"
"compras";"05/07/2021";"ELECTRONTOP EMBALAG";9212;-4,8;4,8;0;01/07/2021;"2021-07-01";"2021-07-05"
"mercado";"05/07/2021";"ELECTRONTRIMAIS II";9212;-153,35;153,35;0;01/07/2021;"2021-07-01";"2021-07-05"
"mercado";"05/07/2021";"ELECTRONTRIMAIS II";9212;-225,16;225,16;0;01/07/2021;"2021-07-01";"2021-07-05"
"celular";"05/07/2021";"DA  NEXTEL TELECOM 72411";9293;-85;85;0;01/07/2021;"2021-07-01";"2021-07-05"
"saldo";"05/07/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/07/2021;"2021-07-01";"2021-07-05"
"enfermagem";"06/07/2021";"INT PAG TIT 109006203499";4175;-471,05;471,05;0;01/07/2021;"2021-07-01";"2021-07-06"
"compras";"06/07/2021";"ELECTRONMEGA SHOW T";9212;-52;52;0;01/07/2021;"2021-07-01";"2021-07-06"
"farmacia";"06/07/2021";"ELECTRONPROMOFARMA";9212;-35,89;35,89;0;01/07/2021;"2021-07-01";"2021-07-06"
"mercado";"06/07/2021";"ELECTRONTRIMAIS II";9212;-118,31;118,31;0;01/07/2021;"2021-07-01";"2021-07-06"
"saldo";"06/07/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/07/2021;"2021-07-01";"2021-07-06"
"compras";"07/07/2021";"ELECTRONANNE COMERC";9212;-27;27;0;01/07/2021;"2021-07-01";"2021-07-07"
"compras";"07/07/2021";"ELECTRONESTACAO LIN";9212;-4,9;4,9;0;01/07/2021;"2021-07-01";"2021-07-07"
"compras";"07/07/2021";"ELECTRONINGRALEX KI";9212;-41;41;0;01/07/2021;"2021-07-01";"2021-07-07"
"compras";"07/07/2021";"ELECTRONJAQUELINE A";9212;-50;50;0;01/07/2021;"2021-07-01";"2021-07-07"
"compras";"07/07/2021";"ELECTRONLUCILENE SO";9212;-6;6;0;01/07/2021;"2021-07-01";"2021-07-07"
"compras";"07/07/2021";"ELECTRONPAG*bancado";9212;-42;42;0;01/07/2021;"2021-07-01";"2021-07-07"
"compras";"07/07/2021";"ELECTRONPAG*AlexPer";9212;-40;40;0;01/07/2021;"2021-07-01";"2021-07-07"
"compras";"07/07/2021";"ELECTRONPAG*Katani";9212;-47;47;0;01/07/2021;"2021-07-01";"2021-07-07"
"compras";"07/07/2021";"ELECTRONPAG*Renaldo";9212;-15;15;0;01/07/2021;"2021-07-01";"2021-07-07"
"compras";"07/07/2021";"ELECTRONPAG*YanyiQi";9212;-44;44;0;01/07/2021;"2021-07-01";"2021-07-07"
"compras";"07/07/2021";"ELECTRONYOYOMINI PR";9212;-14,97;14,97;0;01/07/2021;"2021-07-01";"2021-07-07"
"compras";"07/07/2021";"ELECTRONYOYOMINI PR";9212;-5,99;5,99;0;01/07/2021;"2021-07-01";"2021-07-07"
